"","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles"
"16446","5078700 - 1","Region Norte 3","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16447","5078739 - 1","Region Norte 3","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16448","5078739 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","No","Construcción","Entre 1 y 5 años","(48,130]"
"16449","5078743 - 1","Region Norte 3","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"16450","5078743 - 1","Region Norte 3","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica primaria","No","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16451","5078788 - 1","Region Norte 3","Masculino","(59,100]","Jefe de hogar","Casado y/o union libre","Ninguno/No_sabe","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16452","5078788 - 1","Region Norte 3","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16453","5078788 - 1","Region Norte 3","Masculino","(26,59]","Nucleo familiar","Separado y/o viudo","Básica secundaria","No","Construcción","Entre 1 y 5 años","(48,130]"
"16454","5078876 - 1","Region Central 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"16455","5078941 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(39,48]"
"16456","5078941 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16457","5078941 - 1","Region Nororiente","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","No","Construcción","Entre 1 y 5 años","(48,130]"
"16458","5078945 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"16459","5078948 - 1","Region Nororiente","Femenino","(59,100]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16460","5078948 - 1","Region Nororiente","Masculino","(59,100]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Agricultura, ganadería y caza","Entre 1 y 5 años","(48,130]"
"16461","5078948 - 1","Region Nororiente","Femenino","(26,59]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(39,48]"
"16462","5078963 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16463","5078963 - 1","Region Nororiente","Masculino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","No","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16464","5078969 - 1","Region Nororiente","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de productos de caucho y de plástico","Menos de 1 año","(39,48]"
"16465","5078970 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Fabricación de productos de metal","Entre 1 y 5 años","(48,130]"
"16466","5078970 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16467","5078972 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16468","5078985 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16469","5078989 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(39,48]"
"16470","5078989 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Agricultura, ganadería y caza","Entre 1 y 5 años","(48,130]"
"16471","5079069 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16472","5079074 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"16473","5079074 - 1","Region Cafetera 2","Masculino","(18,26]","Nucleo familiar","Soltero","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]"
"16474","5079081 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16475","5079081 - 1","Region Cafetera 2","Masculino","(59,100]","Otros parientes","Casado y/o union libre","Básica primaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"16476","5079093 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Fabricación de productos de metal","Menos de 1 año","(48,130]"
"16477","5079093 - 1","Region Cafetera 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"16478","5079115 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16479","5079117 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"16480","5079117 - 1","Region Cafetera 2","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16481","5079117 - 1","Region Cafetera 2","Masculino","(14,18]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16482","5079162 - 3","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16483","5079173 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Soltero","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"16484","5079173 - 1","Region Cafetera 2","Femenino","(18,26]","Otros No parientes","Soltero","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16485","5079183 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16486","5079183 - 1","Region Cafetera 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16487","5079183 - 1","Region Cafetera 2","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Agricultura, ganadería y caza","Entre 1 y 5 años","(48,130]"
"16488","5079246 - 1","Region cafetera 1","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16489","5079246 - 1","Region cafetera 1","Femenino","(18,26]","Otros parientes","Casado y/o union libre","Básica primaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16490","5079251 - 1","Region cafetera 1","Femenino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Hogares privados con servicio doméstico","Mas de 5 años","(39,48]"
"16491","5079253 - 1","Region cafetera 1","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Mas de 5 años","(39,48]"
"16492","5079253 - 1","Region cafetera 1","Femenino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Mas de 5 años","(39,48]"
"16493","5079253 - 1","Region cafetera 1","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16494","5079256 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16495","5079256 - 1","Region cafetera 1","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","No","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"16496","5079256 - 1","Region cafetera 1","Masculino","(18,26]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Intermediación financiera","Entre 1 y 5 años","(48,130]"
"16497","5079258 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16498","5079265 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Curtido y preparado de cueros, trabajar con cuero","Menos de 1 año","(48,130]"
"16499","5079265 - 1","Region cafetera 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16500","5079265 - 1","Region cafetera 1","Masculino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","No","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16501","5079265 - 1","Region cafetera 1","Femenino","(14,18]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16502","5079265 - 1","Region cafetera 1","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16503","5079265 - 1","Region cafetera 1","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(48,130]"
"16504","5079332 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16505","5079332 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16506","5079332 - 1","Region Norte 3","Masculino","(14,18]","Otros No parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16507","5079332 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16508","5079332 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16509","5079426 - 1","Region Norte 3","Masculino","(26,59]","Nucleo familiar","Separado y/o viudo","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16510","5079450 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16511","5079450 - 1","Region Norte 3","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(0,39]"
"16512","5079482 - 1","Region Central 2","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Otras actividades de servicios","Mas de 5 años","(0,39]"
"16513","5079482 - 1","Region Central 2","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","No","Otras actividades de servicios","Menos de 1 año","(48,130]"
"16514","5079489 - 1","Region Central 2","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16515","5079489 - 1","Region Central 2","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16516","5079489 - 1","Region Central 2","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","No","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16517","5079549 - 1","Region Central 1","Femenino","(26,59]","Otros parientes","Soltero","Superior o universitaria","Si","Educación","Entre 1 y 5 años","(39,48]"
"16518","5079559 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16519","5079559 - 1","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16520","5079559 - 1","Region Central 1","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de sustancias y productos químicos","Entre 1 y 5 años","(48,130]"
"16521","5079559 - 1","Region Central 1","Femenino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de prendas de vestir","Menos de 1 año","(48,130]"
"16522","5079559 - 1","Region Central 1","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Construcción","Menos de 1 año","(48,130]"
"16523","5079567 - 1","Region Central 1","Femenino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(0,39]"
"16524","5079567 - 1","Region Central 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Fabricación de muebles / industrias manufactureras","Menos de 1 año","(39,48]"
"16525","5079567 - 1","Region Central 1","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Construcción","Menos de 1 año","(39,48]"
"16526","5079577 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Informática y actividades conexas","Menos de 1 año","(48,130]"
"16527","5079577 - 1","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Actividades culturales y deportivas","Menos de 1 año","(39,48]"
